,0,1,Overall,var,Variables
12082,1.528535008,1.528535008,1.528535008,Neut,17
12083,15.12984323,15.12984323,15.12984323,Typical.Chest.Pain,16
12084,8.513728014,8.513728014,8.513728014,Atypical,16
12085,7.77525968,7.77525968,7.77525968,Nonanginal,16
12086,7.403262688,7.403262688,7.403262688,Age,16
12087,6.183153378,6.183153378,6.183153378,VHD.Severe,16
12088,5.76835809,5.76835809,5.76835809,Region.RWMA.0,16
12089,5.318325333,5.318325333,5.318325333,HTN,16
12090,4.45844222,4.45844222,4.45844222,EF.TTE,16
12091,3.558614908,3.558614908,3.558614908,BP,16
12092,2.856097875,2.856097875,2.856097875,Current.Smoker,16
12093,2.599554044,2.599554044,2.599554044,Region.RWMA.2,16
12094,2.347187106,2.347187106,2.347187106,DM,16
12095,2.341845406,2.341845406,2.341845406,Tinversion,16
12096,2.198023172,2.198023172,2.198023172,Q.Wave,16
12097,1.704977568,1.704977568,1.704977568,Region.RWMA.4,16
12098,1.570521451,1.570521451,1.570521451,Poor.R.Progression,16
12099,15.12984323,15.12984323,15.12984323,Typical.Chest.Pain,15
12100,8.513728014,8.513728014,8.513728014,Atypical,15
12101,7.77525968,7.77525968,7.77525968,Nonanginal,15
12102,7.403262688,7.403262688,7.403262688,Age,15
12103,6.183153378,6.183153378,6.183153378,VHD.Severe,15
12104,5.76835809,5.76835809,5.76835809,Region.RWMA.0,15
12105,5.318325333,5.318325333,5.318325333,HTN,15
12106,4.45844222,4.45844222,4.45844222,EF.TTE,15
12107,3.558614908,3.558614908,3.558614908,BP,15
12108,2.856097875,2.856097875,2.856097875,Current.Smoker,15
12109,2.599554044,2.599554044,2.599554044,Region.RWMA.2,15
12110,2.347187106,2.347187106,2.347187106,DM,15
12111,2.341845406,2.341845406,2.341845406,Tinversion,15
12112,2.198023172,2.198023172,2.198023172,Q.Wave,15
12113,1.704977568,1.704977568,1.704977568,Region.RWMA.4,15
12114,15.12984323,15.12984323,15.12984323,Typical.Chest.Pain,14
12115,8.513728014,8.513728014,8.513728014,Atypical,14
12116,7.77525968,7.77525968,7.77525968,Nonanginal,14
12117,7.403262688,7.403262688,7.403262688,Age,14
12118,6.183153378,6.183153378,6.183153378,VHD.Severe,14
12119,5.76835809,5.76835809,5.76835809,Region.RWMA.0,14
12120,5.318325333,5.318325333,5.318325333,HTN,14
12121,4.45844222,4.45844222,4.45844222,EF.TTE,14
12122,3.558614908,3.558614908,3.558614908,BP,14
12123,2.856097875,2.856097875,2.856097875,Current.Smoker,14
12124,2.599554044,2.599554044,2.599554044,Region.RWMA.2,14
12125,2.347187106,2.347187106,2.347187106,DM,14
12126,2.341845406,2.341845406,2.341845406,Tinversion,14
12127,2.198023172,2.198023172,2.198023172,Q.Wave,14
12128,15.12984323,15.12984323,15.12984323,Typical.Chest.Pain,13
12129,8.513728014,8.513728014,8.513728014,Atypical,13
12130,7.77525968,7.77525968,7.77525968,Nonanginal,13
12131,7.403262688,7.403262688,7.403262688,Age,13
12132,6.183153378,6.183153378,6.183153378,VHD.Severe,13
12133,5.76835809,5.76835809,5.76835809,Region.RWMA.0,13
12134,5.318325333,5.318325333,5.318325333,HTN,13
12135,4.45844222,4.45844222,4.45844222,EF.TTE,13
12136,3.558614908,3.558614908,3.558614908,BP,13
12137,2.856097875,2.856097875,2.856097875,Current.Smoker,13
12138,2.599554044,2.599554044,2.599554044,Region.RWMA.2,13
12139,2.347187106,2.347187106,2.347187106,DM,13
12140,2.341845406,2.341845406,2.341845406,Tinversion,13
12141,15.12984323,15.12984323,15.12984323,Typical.Chest.Pain,12
12142,8.513728014,8.513728014,8.513728014,Atypical,12
12143,7.77525968,7.77525968,7.77525968,Nonanginal,12
12144,7.403262688,7.403262688,7.403262688,Age,12
12145,6.183153378,6.183153378,6.183153378,VHD.Severe,12
12146,5.76835809,5.76835809,5.76835809,Region.RWMA.0,12
12147,5.318325333,5.318325333,5.318325333,HTN,12
12148,4.45844222,4.45844222,4.45844222,EF.TTE,12
12149,3.558614908,3.558614908,3.558614908,BP,12
12150,2.856097875,2.856097875,2.856097875,Current.Smoker,12
12151,2.599554044,2.599554044,2.599554044,Region.RWMA.2,12
12152,2.347187106,2.347187106,2.347187106,DM,12
12153,15.12984323,15.12984323,15.12984323,Typical.Chest.Pain,11
12154,8.513728014,8.513728014,8.513728014,Atypical,11
12155,7.77525968,7.77525968,7.77525968,Nonanginal,11
12156,7.403262688,7.403262688,7.403262688,Age,11
12157,6.183153378,6.183153378,6.183153378,VHD.Severe,11
12158,5.76835809,5.76835809,5.76835809,Region.RWMA.0,11
12159,5.318325333,5.318325333,5.318325333,HTN,11
12160,4.45844222,4.45844222,4.45844222,EF.TTE,11
12161,3.558614908,3.558614908,3.558614908,BP,11
12162,2.856097875,2.856097875,2.856097875,Current.Smoker,11
12163,2.599554044,2.599554044,2.599554044,Region.RWMA.2,11
12164,15.12984323,15.12984323,15.12984323,Typical.Chest.Pain,10
12165,8.513728014,8.513728014,8.513728014,Atypical,10
12166,7.77525968,7.77525968,7.77525968,Nonanginal,10
12167,7.403262688,7.403262688,7.403262688,Age,10
12168,6.183153378,6.183153378,6.183153378,VHD.Severe,10
12169,5.76835809,5.76835809,5.76835809,Region.RWMA.0,10
12170,5.318325333,5.318325333,5.318325333,HTN,10
12171,4.45844222,4.45844222,4.45844222,EF.TTE,10
12172,3.558614908,3.558614908,3.558614908,BP,10
12173,2.856097875,2.856097875,2.856097875,Current.Smoker,10
12174,15.12984323,15.12984323,15.12984323,Typical.Chest.Pain,9
12175,8.513728014,8.513728014,8.513728014,Atypical,9
12176,7.77525968,7.77525968,7.77525968,Nonanginal,9
12177,7.403262688,7.403262688,7.403262688,Age,9
12178,6.183153378,6.183153378,6.183153378,VHD.Severe,9
12179,5.76835809,5.76835809,5.76835809,Region.RWMA.0,9
12180,5.318325333,5.318325333,5.318325333,HTN,9
12181,4.45844222,4.45844222,4.45844222,EF.TTE,9
12182,3.558614908,3.558614908,3.558614908,BP,9
12183,15.12984323,15.12984323,15.12984323,Typical.Chest.Pain,8
12184,8.513728014,8.513728014,8.513728014,Atypical,8
12185,7.77525968,7.77525968,7.77525968,Nonanginal,8
12186,7.403262688,7.403262688,7.403262688,Age,8
12187,6.183153378,6.183153378,6.183153378,VHD.Severe,8
12188,5.76835809,5.76835809,5.76835809,Region.RWMA.0,8
12189,5.318325333,5.318325333,5.318325333,HTN,8
12190,4.45844222,4.45844222,4.45844222,EF.TTE,8
12191,15.12984323,15.12984323,15.12984323,Typical.Chest.Pain,7
12192,8.513728014,8.513728014,8.513728014,Atypical,7
12193,7.77525968,7.77525968,7.77525968,Nonanginal,7
12194,7.403262688,7.403262688,7.403262688,Age,7
12195,6.183153378,6.183153378,6.183153378,VHD.Severe,7
12196,5.76835809,5.76835809,5.76835809,Region.RWMA.0,7
12197,5.318325333,5.318325333,5.318325333,HTN,7
12198,15.12984323,15.12984323,15.12984323,Typical.Chest.Pain,6
12199,8.513728014,8.513728014,8.513728014,Atypical,6
12200,7.77525968,7.77525968,7.77525968,Nonanginal,6
12201,7.403262688,7.403262688,7.403262688,Age,6
12202,6.183153378,6.183153378,6.183153378,VHD.Severe,6
12203,5.76835809,5.76835809,5.76835809,Region.RWMA.0,6
12204,15.12984323,15.12984323,15.12984323,Typical.Chest.Pain,5
12205,8.513728014,8.513728014,8.513728014,Atypical,5
12206,7.77525968,7.77525968,7.77525968,Nonanginal,5
12207,7.403262688,7.403262688,7.403262688,Age,5
12208,6.183153378,6.183153378,6.183153378,VHD.Severe,5
12209,15.12984323,15.12984323,15.12984323,Typical.Chest.Pain,4
12210,8.513728014,8.513728014,8.513728014,Atypical,4
12211,7.77525968,7.77525968,7.77525968,Nonanginal,4
12212,7.403262688,7.403262688,7.403262688,Age,4
12213,15.12984323,15.12984323,15.12984323,Typical.Chest.Pain,3
12214,8.513728014,8.513728014,8.513728014,Atypical,3
12215,7.77525968,7.77525968,7.77525968,Nonanginal,3
12216,15.12984323,15.12984323,15.12984323,Typical.Chest.Pain,2
12217,8.513728014,8.513728014,8.513728014,Atypical,2
12218,15.12984323,15.12984323,15.12984323,Typical.Chest.Pain,1
12219,14.69742732,14.69742732,14.69742732,Typical.Chest.Pain,67
12220,9.607903835,9.607903835,9.607903835,Atypical,67
12221,8.154664867,8.154664867,8.154664867,Nonanginal,67
12222,7.276213317,7.276213317,7.276213317,Age,67
12223,6.887368866,6.887368866,6.887368866,Region.RWMA.0,67
12224,6.396537649,6.396537649,6.396537649,VHD.Severe,67
12225,6.246051679,6.246051679,6.246051679,HTN,67
12226,3.645941282,3.645941282,3.645941282,Tinversion,67
12227,3.517203188,3.517203188,3.517203188,EF.TTE,67
12228,2.594014783,2.594014783,2.594014783,CR,67
12229,2.519121552,2.519121552,2.519121552,TG,67
12230,2.512304823,2.512304823,2.512304823,Region.RWMA.2,67
12231,2.318749761,2.318749761,2.318749761,Current.Smoker,67
12232,2.18095778,2.18095778,2.18095778,BP,67
12233,2.124163093,2.124163093,2.124163093,Q.Wave,67
12234,2.111563424,2.111563424,2.111563424,FBS,67
12235,2.11046373,2.11046373,2.11046373,DM,67
12236,1.734416686,1.734416686,1.734416686,K,67
12237,1.646900463,1.646900463,1.646900463,LVH,67
12238,1.611455449,1.611455449,1.611455449,BMI,67
12239,1.601819282,1.601819282,1.601819282,ESR,67
12240,1.444953119,1.444953119,1.444953119,Neut,67
12241,1.30679047,1.30679047,1.30679047,St.Depression,67
12242,1.153438895,1.153438895,1.153438895,Poor.R.Progression,67
12243,1.125285887,1.125285887,1.125285887,St.Elevation,67
12244,1.094053107,1.094053107,1.094053107,HDL,67
12245,0.937516624,0.937516624,0.937516624,BBB.N,67
12246,0.915038338,0.915038338,0.915038338,BUN,67
12247,0.868195306,0.868195306,0.868195306,Lung.rales,67
12248,0.787724318,0.787724318,0.787724318,PR,67
12249,0.783087801,0.783087801,0.783087801,EX.Smoker,67
12250,0.761763644,0.761763644,0.761763644,Diastolic.Murmur,67
12251,0.521752926,0.521752926,0.521752926,Obesity,67
12252,0.504172807,0.504172807,0.504172807,Function.Class.2,67
12253,0.500500751,0.500500751,0.500500751,Region.RWMA.3,67
12254,0.35245553,0.35245553,0.35245553,VHD.mild,67
12255,0.294363605,0.294363605,0.294363605,Region.RWMA.4,67
12256,0.222130812,0.222130812,0.222130812,FH,67
12257,0.176477946,0.176477946,0.176477946,BBB.LBBB,67
12258,0.160559596,0.160559596,0.160559596,Lymph,67
12259,0.1170107,0.1170107,0.1170107,Sex,67
12260,0.035815458,0.035815458,0.035815458,HB,67
12261,0,0,0,Airway.disease,67
12262,0,0,0,CHF,67
12263,0,0,0,Function.Class.1,67
12264,0,0,0,Exertional.CP,67
12265,0,0,0,LowTH.Ang,67
12266,-0.037826697,-0.037826697,-0.037826697,Weak.Peripheral.Pulse,67
12267,-0.056984745,-0.056984745,-0.056984745,Dyspnea,67
12268,-0.061229577,-0.061229577,-0.061229577,DLP,67
12269,-0.181399228,-0.181399228,-0.181399228,Weight,67
12270,-0.32584924,-0.32584924,-0.32584924,Systolic.Murmur,67
12271,-0.328721986,-0.328721986,-0.328721986,Function.Class.0,67
12272,-0.40807639,-0.40807639,-0.40807639,LDL,67
12273,-0.500500751,-0.500500751,-0.500500751,CRF,67
12274,-0.571013169,-0.571013169,-0.571013169,PLT,67
12275,-0.609706722,-0.609706722,-0.609706722,Region.RWMA.1,67
12276,-0.660935601,-0.660935601,-0.660935601,WBC,67
12277,-0.673390959,-0.673390959,-0.673390959,BBB.RBBB,67
12278,-0.703077208,-0.703077208,-0.703077208,Edema,67
12279,-0.806506575,-0.806506575,-0.806506575,Length,67
12280,-0.862981173,-0.862981173,-0.862981173,VHD.N,67
12281,-0.883439036,-0.883439036,-0.883439036,Function.Class.3,67
12282,-1.117990905,-1.117990905,-1.117990905,Na,67
12283,-1.208292257,-1.208292257,-1.208292257,CVA,67
12284,-1.269530358,-1.269530358,-1.269530358,VHD.moderate,67
12285,-1.523797146,-1.523797146,-1.523797146,Thyroid.Disease,67
12286,14.69742732,14.69742732,14.69742732,Typical.Chest.Pain,21
12287,9.607903835,9.607903835,9.607903835,Atypical,21
12288,8.154664867,8.154664867,8.154664867,Nonanginal,21
12289,7.276213317,7.276213317,7.276213317,Age,21
12290,6.887368866,6.887368866,6.887368866,Region.RWMA.0,21
12291,6.396537649,6.396537649,6.396537649,VHD.Severe,21
12292,6.246051679,6.246051679,6.246051679,HTN,21
12293,3.645941282,3.645941282,3.645941282,Tinversion,21
12294,3.517203188,3.517203188,3.517203188,EF.TTE,21
12295,2.594014783,2.594014783,2.594014783,CR,21
12296,2.519121552,2.519121552,2.519121552,TG,21
12297,2.512304823,2.512304823,2.512304823,Region.RWMA.2,21
12298,2.318749761,2.318749761,2.318749761,Current.Smoker,21
12299,2.18095778,2.18095778,2.18095778,BP,21
12300,2.124163093,2.124163093,2.124163093,Q.Wave,21
12301,2.111563424,2.111563424,2.111563424,FBS,21
12302,2.11046373,2.11046373,2.11046373,DM,21
12303,1.734416686,1.734416686,1.734416686,K,21
12304,1.646900463,1.646900463,1.646900463,LVH,21
12305,1.611455449,1.611455449,1.611455449,BMI,21
12306,1.601819282,1.601819282,1.601819282,ESR,21
12307,14.69742732,14.69742732,14.69742732,Typical.Chest.Pain,20
12308,9.607903835,9.607903835,9.607903835,Atypical,20
12309,8.154664867,8.154664867,8.154664867,Nonanginal,20
12310,7.276213317,7.276213317,7.276213317,Age,20
12311,6.887368866,6.887368866,6.887368866,Region.RWMA.0,20
12312,6.396537649,6.396537649,6.396537649,VHD.Severe,20
12313,6.246051679,6.246051679,6.246051679,HTN,20
12314,3.645941282,3.645941282,3.645941282,Tinversion,20
12315,3.517203188,3.517203188,3.517203188,EF.TTE,20
12316,2.594014783,2.594014783,2.594014783,CR,20
12317,2.519121552,2.519121552,2.519121552,TG,20
12318,2.512304823,2.512304823,2.512304823,Region.RWMA.2,20
12319,2.318749761,2.318749761,2.318749761,Current.Smoker,20
12320,2.18095778,2.18095778,2.18095778,BP,20
12321,2.124163093,2.124163093,2.124163093,Q.Wave,20
12322,2.111563424,2.111563424,2.111563424,FBS,20
12323,2.11046373,2.11046373,2.11046373,DM,20
12324,1.734416686,1.734416686,1.734416686,K,20
12325,1.646900463,1.646900463,1.646900463,LVH,20
12326,1.611455449,1.611455449,1.611455449,BMI,20
12327,14.69742732,14.69742732,14.69742732,Typical.Chest.Pain,19
12328,9.607903835,9.607903835,9.607903835,Atypical,19
12329,8.154664867,8.154664867,8.154664867,Nonanginal,19
12330,7.276213317,7.276213317,7.276213317,Age,19
12331,6.887368866,6.887368866,6.887368866,Region.RWMA.0,19
12332,6.396537649,6.396537649,6.396537649,VHD.Severe,19
12333,6.246051679,6.246051679,6.246051679,HTN,19
12334,3.645941282,3.645941282,3.645941282,Tinversion,19
12335,3.517203188,3.517203188,3.517203188,EF.TTE,19
12336,2.594014783,2.594014783,2.594014783,CR,19
12337,2.519121552,2.519121552,2.519121552,TG,19
12338,2.512304823,2.512304823,2.512304823,Region.RWMA.2,19
12339,2.318749761,2.318749761,2.318749761,Current.Smoker,19
12340,2.18095778,2.18095778,2.18095778,BP,19
12341,2.124163093,2.124163093,2.124163093,Q.Wave,19
12342,2.111563424,2.111563424,2.111563424,FBS,19
12343,2.11046373,2.11046373,2.11046373,DM,19
12344,1.734416686,1.734416686,1.734416686,K,19
12345,1.646900463,1.646900463,1.646900463,LVH,19
12346,14.69742732,14.69742732,14.69742732,Typical.Chest.Pain,18
12347,9.607903835,9.607903835,9.607903835,Atypical,18
12348,8.154664867,8.154664867,8.154664867,Nonanginal,18
12349,7.276213317,7.276213317,7.276213317,Age,18
12350,6.887368866,6.887368866,6.887368866,Region.RWMA.0,18
12351,6.396537649,6.396537649,6.396537649,VHD.Severe,18
12352,6.246051679,6.246051679,6.246051679,HTN,18
12353,3.645941282,3.645941282,3.645941282,Tinversion,18
12354,3.517203188,3.517203188,3.517203188,EF.TTE,18
12355,2.594014783,2.594014783,2.594014783,CR,18
12356,2.519121552,2.519121552,2.519121552,TG,18
12357,2.512304823,2.512304823,2.512304823,Region.RWMA.2,18
12358,2.318749761,2.318749761,2.318749761,Current.Smoker,18
12359,2.18095778,2.18095778,2.18095778,BP,18
12360,2.124163093,2.124163093,2.124163093,Q.Wave,18
12361,2.111563424,2.111563424,2.111563424,FBS,18
12362,2.11046373,2.11046373,2.11046373,DM,18
12363,1.734416686,1.734416686,1.734416686,K,18
12364,14.69742732,14.69742732,14.69742732,Typical.Chest.Pain,17
12365,9.607903835,9.607903835,9.607903835,Atypical,17
12366,8.154664867,8.154664867,8.154664867,Nonanginal,17
12367,7.276213317,7.276213317,7.276213317,Age,17
12368,6.887368866,6.887368866,6.887368866,Region.RWMA.0,17
12369,6.396537649,6.396537649,6.396537649,VHD.Severe,17
12370,6.246051679,6.246051679,6.246051679,HTN,17
12371,3.645941282,3.645941282,3.645941282,Tinversion,17
12372,3.517203188,3.517203188,3.517203188,EF.TTE,17
12373,2.594014783,2.594014783,2.594014783,CR,17
12374,2.519121552,2.519121552,2.519121552,TG,17
12375,2.512304823,2.512304823,2.512304823,Region.RWMA.2,17
12376,2.318749761,2.318749761,2.318749761,Current.Smoker,17
12377,2.18095778,2.18095778,2.18095778,BP,17
12378,2.124163093,2.124163093,2.124163093,Q.Wave,17
12379,2.111563424,2.111563424,2.111563424,FBS,17
12380,2.11046373,2.11046373,2.11046373,DM,17
12381,14.69742732,14.69742732,14.69742732,Typical.Chest.Pain,16
12382,9.607903835,9.607903835,9.607903835,Atypical,16
12383,8.154664867,8.154664867,8.154664867,Nonanginal,16
12384,7.276213317,7.276213317,7.276213317,Age,16
12385,6.887368866,6.887368866,6.887368866,Region.RWMA.0,16
12386,6.396537649,6.396537649,6.396537649,VHD.Severe,16
12387,6.246051679,6.246051679,6.246051679,HTN,16
12388,3.645941282,3.645941282,3.645941282,Tinversion,16
12389,3.517203188,3.517203188,3.517203188,EF.TTE,16
12390,2.594014783,2.594014783,2.594014783,CR,16
12391,2.519121552,2.519121552,2.519121552,TG,16
12392,2.512304823,2.512304823,2.512304823,Region.RWMA.2,16
12393,2.318749761,2.318749761,2.318749761,Current.Smoker,16
12394,2.18095778,2.18095778,2.18095778,BP,16
12395,2.124163093,2.124163093,2.124163093,Q.Wave,16
12396,2.111563424,2.111563424,2.111563424,FBS,16
12397,14.69742732,14.69742732,14.69742732,Typical.Chest.Pain,15
12398,9.607903835,9.607903835,9.607903835,Atypical,15
12399,8.154664867,8.154664867,8.154664867,Nonanginal,15
12400,7.276213317,7.276213317,7.276213317,Age,15
12401,6.887368866,6.887368866,6.887368866,Region.RWMA.0,15
12402,6.396537649,6.396537649,6.396537649,VHD.Severe,15
12403,6.246051679,6.246051679,6.246051679,HTN,15
12404,3.645941282,3.645941282,3.645941282,Tinversion,15
12405,3.517203188,3.517203188,3.517203188,EF.TTE,15
12406,2.594014783,2.594014783,2.594014783,CR,15
12407,2.519121552,2.519121552,2.519121552,TG,15
12408,2.512304823,2.512304823,2.512304823,Region.RWMA.2,15
12409,2.318749761,2.318749761,2.318749761,Current.Smoker,15
12410,2.18095778,2.18095778,2.18095778,BP,15
12411,2.124163093,2.124163093,2.124163093,Q.Wave,15
12412,14.69742732,14.69742732,14.69742732,Typical.Chest.Pain,14
12413,9.607903835,9.607903835,9.607903835,Atypical,14
12414,8.154664867,8.154664867,8.154664867,Nonanginal,14
12415,7.276213317,7.276213317,7.276213317,Age,14
12416,6.887368866,6.887368866,6.887368866,Region.RWMA.0,14
12417,6.396537649,6.396537649,6.396537649,VHD.Severe,14
12418,6.246051679,6.246051679,6.246051679,HTN,14
12419,3.645941282,3.645941282,3.645941282,Tinversion,14
12420,3.517203188,3.517203188,3.517203188,EF.TTE,14
12421,2.594014783,2.594014783,2.594014783,CR,14
12422,2.519121552,2.519121552,2.519121552,TG,14
12423,2.512304823,2.512304823,2.512304823,Region.RWMA.2,14
12424,2.318749761,2.318749761,2.318749761,Current.Smoker,14
12425,2.18095778,2.18095778,2.18095778,BP,14
12426,14.69742732,14.69742732,14.69742732,Typical.Chest.Pain,13
12427,9.607903835,9.607903835,9.607903835,Atypical,13
12428,8.154664867,8.154664867,8.154664867,Nonanginal,13
12429,7.276213317,7.276213317,7.276213317,Age,13
12430,6.887368866,6.887368866,6.887368866,Region.RWMA.0,13
12431,6.396537649,6.396537649,6.396537649,VHD.Severe,13
12432,6.246051679,6.246051679,6.246051679,HTN,13
12433,3.645941282,3.645941282,3.645941282,Tinversion,13
12434,3.517203188,3.517203188,3.517203188,EF.TTE,13
12435,2.594014783,2.594014783,2.594014783,CR,13
12436,2.519121552,2.519121552,2.519121552,TG,13
12437,2.512304823,2.512304823,2.512304823,Region.RWMA.2,13
12438,2.318749761,2.318749761,2.318749761,Current.Smoker,13
12439,14.69742732,14.69742732,14.69742732,Typical.Chest.Pain,12
12440,9.607903835,9.607903835,9.607903835,Atypical,12
12441,8.154664867,8.154664867,8.154664867,Nonanginal,12
12442,7.276213317,7.276213317,7.276213317,Age,12
12443,6.887368866,6.887368866,6.887368866,Region.RWMA.0,12
12444,6.396537649,6.396537649,6.396537649,VHD.Severe,12
12445,6.246051679,6.246051679,6.246051679,HTN,12
12446,3.645941282,3.645941282,3.645941282,Tinversion,12
12447,3.517203188,3.517203188,3.517203188,EF.TTE,12
12448,2.594014783,2.594014783,2.594014783,CR,12
12449,2.519121552,2.519121552,2.519121552,TG,12
12450,2.512304823,2.512304823,2.512304823,Region.RWMA.2,12
12451,14.69742732,14.69742732,14.69742732,Typical.Chest.Pain,11
12452,9.607903835,9.607903835,9.607903835,Atypical,11
12453,8.154664867,8.154664867,8.154664867,Nonanginal,11
12454,7.276213317,7.276213317,7.276213317,Age,11
12455,6.887368866,6.887368866,6.887368866,Region.RWMA.0,11
12456,6.396537649,6.396537649,6.396537649,VHD.Severe,11
12457,6.246051679,6.246051679,6.246051679,HTN,11
12458,3.645941282,3.645941282,3.645941282,Tinversion,11
12459,3.517203188,3.517203188,3.517203188,EF.TTE,11
12460,2.594014783,2.594014783,2.594014783,CR,11
12461,2.519121552,2.519121552,2.519121552,TG,11
12462,14.69742732,14.69742732,14.69742732,Typical.Chest.Pain,10
12463,9.607903835,9.607903835,9.607903835,Atypical,10
12464,8.154664867,8.154664867,8.154664867,Nonanginal,10
12465,7.276213317,7.276213317,7.276213317,Age,10
12466,6.887368866,6.887368866,6.887368866,Region.RWMA.0,10
12467,6.396537649,6.396537649,6.396537649,VHD.Severe,10
12468,6.246051679,6.246051679,6.246051679,HTN,10
12469,3.645941282,3.645941282,3.645941282,Tinversion,10
12470,3.517203188,3.517203188,3.517203188,EF.TTE,10
12471,2.594014783,2.594014783,2.594014783,CR,10
12472,14.69742732,14.69742732,14.69742732,Typical.Chest.Pain,9
12473,9.607903835,9.607903835,9.607903835,Atypical,9
12474,8.154664867,8.154664867,8.154664867,Nonanginal,9
12475,7.276213317,7.276213317,7.276213317,Age,9
12476,6.887368866,6.887368866,6.887368866,Region.RWMA.0,9
12477,6.396537649,6.396537649,6.396537649,VHD.Severe,9
12478,6.246051679,6.246051679,6.246051679,HTN,9
12479,3.645941282,3.645941282,3.645941282,Tinversion,9
12480,3.517203188,3.517203188,3.517203188,EF.TTE,9
12481,14.69742732,14.69742732,14.69742732,Typical.Chest.Pain,8
12482,9.607903835,9.607903835,9.607903835,Atypical,8
12483,8.154664867,8.154664867,8.154664867,Nonanginal,8
12484,7.276213317,7.276213317,7.276213317,Age,8
12485,6.887368866,6.887368866,6.887368866,Region.RWMA.0,8
12486,6.396537649,6.396537649,6.396537649,VHD.Severe,8
12487,6.246051679,6.246051679,6.246051679,HTN,8
12488,3.645941282,3.645941282,3.645941282,Tinversion,8
12489,14.69742732,14.69742732,14.69742732,Typical.Chest.Pain,7
12490,9.607903835,9.607903835,9.607903835,Atypical,7
12491,8.154664867,8.154664867,8.154664867,Nonanginal,7
12492,7.276213317,7.276213317,7.276213317,Age,7
12493,6.887368866,6.887368866,6.887368866,Region.RWMA.0,7
12494,6.396537649,6.396537649,6.396537649,VHD.Severe,7
12495,6.246051679,6.246051679,6.246051679,HTN,7
12496,14.69742732,14.69742732,14.69742732,Typical.Chest.Pain,6
12497,9.607903835,9.607903835,9.607903835,Atypical,6
12498,8.154664867,8.154664867,8.154664867,Nonanginal,6
12499,7.276213317,7.276213317,7.276213317,Age,6
12500,6.887368866,6.887368866,6.887368866,Region.RWMA.0,6
12501,6.396537649,6.396537649,6.396537649,VHD.Severe,6
12502,14.69742732,14.69742732,14.69742732,Typical.Chest.Pain,5
12503,9.607903835,9.607903835,9.607903835,Atypical,5
12504,8.154664867,8.154664867,8.154664867,Nonanginal,5
12505,7.276213317,7.276213317,7.276213317,Age,5
12506,6.887368866,6.887368866,6.887368866,Region.RWMA.0,5
12507,14.69742732,14.69742732,14.69742732,Typical.Chest.Pain,4
12508,9.607903835,9.607903835,9.607903835,Atypical,4
12509,8.154664867,8.154664867,8.154664867,Nonanginal,4
12510,7.276213317,7.276213317,7.276213317,Age,4
12511,14.69742732,14.69742732,14.69742732,Typical.Chest.Pain,3
12512,9.607903835,9.607903835,9.607903835,Atypical,3
12513,8.154664867,8.154664867,8.154664867,Nonanginal,3
12514,14.69742732,14.69742732,14.69742732,Typical.Chest.Pain,2
12515,9.607903835,9.607903835,9.607903835,Atypical,2
12516,14.69742732,14.69742732,14.69742732,Typical.Chest.Pain,1
12517,13.75978561,13.75978561,13.75978561,Typical.Chest.Pain,67
12518,8.737515019,8.737515019,8.737515019,Atypical,67
12519,7.734691385,7.734691385,7.734691385,Nonanginal,67
12520,6.665438469,6.665438469,6.665438469,VHD.Severe,67
12521,6.311895675,6.311895675,6.311895675,Age,67
12522,5.961371632,5.961371632,5.961371632,HTN,67
12523,5.705202807,5.705202807,5.705202807,EF.TTE,67
12524,5.459356627,5.459356627,5.459356627,Region.RWMA.0,67
12525,4.058806073,4.058806073,4.058806073,Region.RWMA.2,67
12526,3.397478066,3.397478066,3.397478066,Tinversion,67
12527,3.156859638,3.156859638,3.156859638,BP,67
12528,2.973945528,2.973945528,2.973945528,ESR,67
12529,2.897894013,2.897894013,2.897894013,DM,67
12530,2.885639922,2.885639922,2.885639922,FBS,67
12531,2.841357331,2.841357331,2.841357331,Current.Smoker,67
12532,1.882892832,1.882892832,1.882892832,K,67
12533,1.710932111,1.710932111,1.710932111,St.Elevation,67
12534,1.483921893,1.483921893,1.483921893,BBB.N,67
12535,1.410045492,1.410045492,1.410045492,TG,67
12536,1.351319125,1.351319125,1.351319125,Q.Wave,67
12537,1.348127734,1.348127734,1.348127734,LVH,67
12538,1.250707437,1.250707437,1.250707437,BMI,67
12539,1.250350548,1.250350548,1.250350548,Neut,67
12540,1.026493404,1.026493404,1.026493404,Poor.R.Progression,67
12541,0.820510512,0.820510512,0.820510512,Function.Class.0,67
12542,0.800400608,0.800400608,0.800400608,DLP,67
12543,0.79391022,0.79391022,0.79391022,VHD.moderate,67
12544,0.759484366,0.759484366,0.759484366,Sex,67
12545,0.636475063,0.636475063,0.636475063,Diastolic.Murmur,67
12546,0.623676059,0.623676059,0.623676059,CR,67
12547,0.56907742,0.56907742,0.56907742,BBB.LBBB,67
12548,0.513125653,0.513125653,0.513125653,Region.RWMA.4,67
12549,0.500500751,0.500500751,0.500500751,Weak.Peripheral.Pulse,67
12550,0.500500751,0.500500751,0.500500751,Region.RWMA.3,67
12551,0.500500751,0.500500751,0.500500751,CRF,67
12552,0.487594015,0.487594015,0.487594015,BUN,67
12553,0.367952998,0.367952998,0.367952998,Length,67
12554,0.314622248,0.314622248,0.314622248,BBB.RBBB,67
12555,0.133544798,0.133544798,0.133544798,Function.Class.3,67
